filename,image_path,mask_path,canopy_percentage,canopy_category,canopy_canopy_percentage,canopy_ndvi_mean,canopy_ndvi_std,canopy_exg_mean,canopy_vegetation_pixels,canopy_total_pixels,mask_is_binary,mask_unique_values,mask_num_components,mask_small_artifacts,mask_large_holes,mask_continuity_ratio,mask_river_area_pixels,boundary_edge_pixels,boundary_gradient_variance,boundary_boundary_roughness,alignment_alignment_score,alignment_mask_edges,alignment_overlapping_edges,sharpness,sharpness_quality,brightness_mean_brightness,brightness_std_brightness,brightness_min_brightness,brightness_max_brightness,brightness_dynamic_range,brightness_exposure_quality,shadow_percentage,color_mean_hue,color_mean_saturation,color_std_saturation,color_color_diversity,noise_sigma,noise_level,month
DJI_20250324093000_0017_V_March.png,data\raw\images\DJI_20250324093000_0017_V_March.png,data\raw\masks\DJI_20250324093000_0017_V_March.png,37.61787414550781,Moderate,37.61787414550781,0.1426784907518517,0.154687460647632,0.13946186140471814,98613,262144,True,"[0, 255]",2,0,0,0.8716983737872458,28963,1828,147.37288129015258,1.2346827133479212,0.17177242888402625,1828,314,10143.59381082881,Sharp,100.58461380004883,61.83118298102082,0,255,255,Well Exposed,38.05351257324219,66.26888275146484,97.37378692626953,61.56786237459214,33.94502624631962,115.0165627352261,High,March
DJI_20250324093001_0018_V_March.png,data\raw\images\DJI_20250324093001_0018_V_March.png,data\raw\masks\DJI_20250324093001_0018_V_March.png,37.62016296386719,Moderate,37.62016296386719,0.14190413317716286,0.15392539424444363,0.14083367142022823,98619,262144,True,"[0, 255]",3,1,0,0.8638232102338124,30409,1890,146.8076326016443,1.282010582010582,0.2698412698412698,1890,510,10362.261926185281,Sharp,101.59288024902344,62.08455326994846,0,255,255,Well Exposed,37.19482421875,65.95442962646484,96.92157363891602,61.42501373950531,33.713524307815305,114.88231003509978,High,March
DJI_20250324093002_0019_V_March.png,data\raw\images\DJI_20250324093002_0019_V_March.png,data\raw\masks\DJI_20250324093002_0019_V_March.png,38.09356689453125,Moderate,38.09356689453125,0.14007597832489713,0.15368825474810874,0.1449069004432828,99860,262144,True,"[0, 255]",3,2,0,0.999933864620879,30241,1777,137.66003653063308,1.2706809229037703,0.23522791221159256,1777,418,10243.337578713894,Sharp,101.6353988647461,62.020715087853944,0,255,255,Well Exposed,37.21923828125,64.74532318115234,96.69512176513672,61.3660960378486,33.00776276266478,114.98121852953047,High,March
DJI_20250324093003_0020_V_March.png,data\raw\images\DJI_20250324093003_0020_V_March.png,data\raw\masks\DJI_20250324093003_0020_V_March.png,38.99955749511719,Moderate,38.99955749511719,0.1425363677702435,0.1545987863012902,0.1488225899490656,102235,262144,True,"[0, 255]",1,0,0,1.0,30805,1803,146.09919824833923,1.2784248474764282,0.26566833056017747,1803,479,10299.587403931397,Sharp,102.12266540527344,62.0643206886144,0,255,255,Well Exposed,36.72142028808594,63.983219146728516,97.62723159790039,61.27131582254348,32.168470912722604,114.92047478567805,High,March
DJI_20250324093004_0021_V_March.png,data\raw\images\DJI_20250324093004_0021_V_March.png,data\raw\masks\DJI_20250324093004_0021_V_March.png,38.34075927734375,Moderate,38.34075927734375,0.14075998609926435,0.1545411700337653,0.14693105361040898,100508,262144,True,"[0, 255]",1,0,0,1.0,31030,1814,140.14219934460925,1.2535832414553474,0.2816979051819184,1814,511,10288.438224732876,Sharp,101.45625305175781,61.930796742549035,0,255,255,Well Exposed,37.261199951171875,64.12726211547852,97.37588882446289,61.37049976772891,32.44440490547062,114.96809074439417,High,March
DJI_20250324093012_0022_V_March.png,data\raw\images\DJI_20250324093012_0022_V_March.png,data\raw\masks\DJI_20250324093012_0022_V_March.png,25.47607421875,Sparse,25.47607421875,0.12544126855286705,0.15879310905745345,0.09610667509191177,66784,262144,True,"[0, 255]",4,1,1,0.9783362541481785,26819,1718,133.8843293106038,1.280558789289872,0.2421420256111758,1718,416,13056.873053760124,Sharp,108.7099838256836,67.84481548469871,0,255,255,Well Exposed,35.6964111328125,66.396484375,82.75477981567383,60.588016185946806,35.62888424762573,113.18600948634027,High,March
DJI_20250324093013_0023_V_March.png,data\raw\images\DJI_20250324093013_0023_V_March.png,data\raw\masks\DJI_20250324093013_0023_V_March.png,25.63934326171875,Sparse,25.63934326171875,0.1264039006479385,0.15836471827333815,0.09491476919136796,67212,262144,True,"[0, 255]",3,0,1,0.9752029023450649,26737,1644,126.35062791903236,1.258515815085158,0.23661800486618004,1644,389,12848.124328374863,Sharp,107.15404891967773,67.51075483876497,0,255,255,Well Exposed,36.85188293457031,66.53601455688477,82.91130447387695,60.43091765133963,35.676946625483666,113.37706512049172,High,March
DJI_20250324093057_0024_V_March.png,data\raw\images\DJI_20250324093057_0024_V_March.png,data\raw\masks\DJI_20250324093057_0024_V_March.png,26.169967651367188,Sparse,26.169967651367188,0.15456143395368563,0.1694227205971023,0.062442166197533705,68603,262144,True,"[0, 255]",2,0,0,0.7926595453300466,7302,858,65.82628565445246,1.2494172494172495,0.24358974358974358,858,209,8349.230699784122,Sharp,99.24487686157227,66.41937007396358,0,255,255,Well Exposed,42.81959533691406,77.12417602539062,74.54444885253906,56.767009860620774,32.887896068571486,115.77759790233364,High,March
DJI_20250324093058_0025_V_March.png,data\raw\images\DJI_20250324093058_0025_V_March.png,data\raw\masks\DJI_20250324093058_0025_V_March.png,28.720855712890625,Sparse,28.720855712890625,0.1751305965515708,0.18685400283719777,0.0687239403818168,75290,262144,True,"[0, 255]",2,0,0,0.7736263736263737,7735,890,67.34563711279407,1.2292134831460675,0.31910112359550563,890,284,8564.990486866654,Sharp,100.36518096923828,66.6666014004462,0,255,255,Well Exposed,41.92466735839844,77.00590515136719,80.13067245483398,60.25415787069687,31.418416223148235,115.65228012203065,High,March
DJI_20250324093059_0026_V_March.png,data\raw\images\DJI_20250324093059_0026_V_March.png,data\raw\masks\DJI_20250324093059_0026_V_March.png,13.304519653320312,Sparse,13.304519653320312,0.1373777261191111,0.15293273383859246,0.032902796128216914,34877,262144,True,"[0, 255]",2,0,0,0.769595015576324,8025,869,67.40754759148331,1.2704257767548908,0.29344073647871116,869,255,8650.246997442096,Sharp,95.76946640014648,75.9471499533744,0,255,255,Well Exposed,50.69427490234375,87.21454238891602,71.66951370239258,55.851183406945495,29.064908289828164,116.74764925638905,High,March
DJI_20250324093106_0027_V_March.png,data\raw\images\DJI_20250324093106_0027_V_March.png,data\raw\masks\DJI_20250324093106_0027_V_March.png,20.041656494140625,Sparse,20.041656494140625,0.1404161349412491,0.15838814587158448,0.04974332323261336,52538,262144,True,"[0, 255]",2,0,0,0.7715370515841844,7638,872,67.90364897087784,1.2798165137614679,0.31536697247706424,872,275,8667.113574107876,Sharp,100.65866088867188,70.5713080012104,0,255,255,Well Exposed,44.049835205078125,81.66862106323242,70.52651977539062,55.78280986699727,32.69497941950296,115.87790052912192,High,March
DJI_20250324093107_0028_V_March.png,data\raw\images\DJI_20250324093107_0028_V_March.png,data\raw\masks\DJI_20250324093107_0028_V_March.png,20.278167724609375,Sparse,20.278167724609375,0.14183621831938706,0.15647424242601632,0.048947323069852944,53158,262144,True,"[0, 255]",3,1,0,0.7732596394262403,7599,893,68.70984209954258,1.2687569988801792,0.3236282194848824,893,289,8560.76595715381,Sharp,99.20999908447266,70.79997304361983,0,255,255,Well Exposed,45.18890380859375,82.51910781860352,71.17044830322266,55.36830584461196,31.66479234067677,116.0368964450973,High,March
DJI_20250324093108_0029_V_March.png,data\raw\images\DJI_20250324093108_0029_V_March.png,data\raw\masks\DJI_20250324093108_0029_V_March.png,22.03521728515625,Sparse,22.03521728515625,0.14582556212366504,0.16263039489335826,0.05348368626014859,57764,262144,True,"[0, 255]",2,0,0,0.7736546624674792,7303,861,65.64019370159711,1.2520325203252032,0.21718931475029035,861,187,8734.418934906458,Sharp,101.19308471679688,70.56004094920556,0,255,255,Well Exposed,43.634033203125,80.6555290222168,71.83863067626953,56.45430196295464,32.455619965227164,115.86464876528805,High,March
DJI_20250324093127_0030_V_March.png,data\raw\images\DJI_20250324093127_0030_V_March.png,data\raw\masks\DJI_20250324093127_0030_V_March.png,8.712005615234375,Sparse,8.712005615234375,0.06565991730635261,0.1335873129875686,0.044669835707720595,22838,262144,True,"[0, 255]",1,0,0,1.0,56211,1108,85.60848712584175,1.2346570397111913,0.14891696750902528,1108,165,10120.976949669188,Sharp,101.57049179077148,77.99723149257953,0,255,255,Well Exposed,46.77696228027344,63.383018493652344,67.23722457885742,55.6827666188868,39.86022697779961,115.41866630622259,High,March
DJI_20250324093128_0031_V_March.png,data\raw\images\DJI_20250324093128_0031_V_March.png,data\raw\masks\DJI_20250324093128_0031_V_March.png,8.890533447265625,Sparse,8.890533447265625,0.0662249577896924,0.13463290582559934,0.04622955322265624,23306,262144,True,"[0, 255]",1,0,0,1.0,58079,1113,87.74770414665909,1.2434860736747528,0.22551662174303683,1113,251,10423.630582110236,Sharp,103.8215560913086,78.44056922411445,0,255,255,Well Exposed,45.54786682128906,63.13301467895508,67.65916061401367,55.69436282431348,39.552788091020346,115.13827210135341,High,March
DJI_20250324093129_0032_V_March.png,data\raw\images\DJI_20250324093129_0032_V_March.png,data\raw\masks\DJI_20250324093129_0032_V_March.png,9.132766723632812,Sparse,9.132766723632812,0.07000257864346575,0.13896230597359793,0.04474672803691789,23941,262144,True,"[0, 255]",2,1,0,0.9999820024116768,55563,1127,86.29062888810495,1.2085181898846495,0.1898846495119787,1127,214,10030.380587734262,Sharp,101.07257080078125,77.85037031564822,0,255,255,Well Exposed,46.99554443359375,63.91938400268555,67.8200912475586,56.55081946872607,39.90612675095604,115.46328578589615,High,March
DJI_20250324093140_0033_V_March.png,data\raw\images\DJI_20250324093140_0033_V_March.png,data\raw\masks\DJI_20250324093140_0033_V_March.png,6.661224365234375,Sparse,6.661224365234375,0.06611884293142474,0.12478435084942105,0.03858860988242953,17462,262144,True,"[0, 255]",1,0,0,1.0,50193,1059,84.02704599493518,1.2228517469310671,0.1794145420207743,1059,190,8304.016634881496,Sharp,111.26668930053711,80.43262179349873,0,255,255,Well Exposed,42.263031005859375,66.84103393554688,60.40773010253906,56.275566095370394,38.289088182636775,116.64874998252424,High,March
DJI_20250324093141_0034_V_March.png,data\raw\images\DJI_20250324093141_0034_V_March.png,data\raw\masks\DJI_20250324093141_0034_V_March.png,7.1369171142578125,Sparse,7.1369171142578125,0.07176543097627056,0.13054848691341148,0.03749763638365503,18709,262144,True,"[0, 255]",1,0,0,1.0,52316,1006,77.63799208687487,1.2117296222664016,0.18986083499005965,1006,191,8328.230356765678,Sharp,107.76052474975586,80.44261117536956,0,255,255,Well Exposed,44.25086975097656,68.17641830444336,63.009849548339844,56.79366738413291,39.04019627820152,116.66686146612513,High,March
DJI_20250324093141_0035_V_March.png,data\raw\images\DJI_20250324093141_0035_V_March.png,data\raw\masks\DJI_20250324093141_0035_V_March.png,11.146163940429688,Sparse,11.146163940429688,0.10044783123334906,0.1511758934391756,0.04899643542719822,29219,262144,True,"[0, 255]",1,0,0,1.0,57323,1194,90.91056263423525,1.211892797319933,0.1984924623115578,1194,237,8902.488627634806,Sharp,102.97989273071289,80.07923429620818,0,255,255,Well Exposed,47.229766845703125,68.73209381103516,74.57566452026367,57.887290463406785,36.39416664606179,116.23043186192422,High,March
DJI_20250324093152_0036_V_March.png,data\raw\images\DJI_20250324093152_0036_V_March.png,data\raw\masks\DJI_20250324093152_0036_V_March.png,9.404754638671875,Sparse,9.404754638671875,0.06768062310794713,0.13652220445509664,0.04482911053825827,24654,262144,True,"[0, 255]",1,0,0,1.0,56378,1160,92.67786649177195,1.2482758620689656,0.24568965517241378,1160,285,10569.959995889047,Sharp,99.8696517944336,77.64807989793141,0,255,255,Well Exposed,47.762298583984375,62.051048278808594,68.63443756103516,54.742607563516906,39.53239304756143,115.02189439323845,High,March
DJI_20250324093153_0037_V_March.png,data\raw\images\DJI_20250324093153_0037_V_March.png,data\raw\masks\DJI_20250324093153_0037_V_March.png,11.412811279296875,Sparse,11.412811279296875,0.08389399600156477,0.1554103789822857,0.04846691056793811,29918,262144,True,"[0, 255]",1,0,0,1.0,57073,1142,88.2440307307661,1.24430823117338,0.2714535901926445,1142,310,10572.465788153408,Sharp,101.02621078491211,78.06857940495641,0,255,255,Well Exposed,47.052764892578125,63.832969665527344,72.65370559692383,57.25212528799526,38.12780263185097,114.95643101492526,High,March
DJI_20250324093154_0038_V_March.png,data\raw\images\DJI_20250324093154_0038_V_March.png,data\raw\masks\DJI_20250324093154_0038_V_March.png,10.980224609375,Sparse,10.980224609375,0.07768547054533058,0.14927740569096967,0.04815344716988357,28784,262144,True,"[0, 255]",1,0,0,1.0,56258,1121,85.60825955553354,1.2363960749330956,0.2408563782337199,1121,270,10457.157613798045,Sharp,100.58624267578125,77.67644503036219,0,255,255,Well Exposed,47.1282958984375,62.352691650390625,71.27140426635742,56.51943498405509,38.12401879924792,115.14024904838226,High,March
DJI_20250324093157_0039_V_March.png,data\raw\images\DJI_20250324093157_0039_V_March.png,data\raw\masks\DJI_20250324093157_0039_V_March.png,10.849761962890625,Sparse,10.849761962890625,0.07963502497976986,0.1498729385002894,0.04753938562729779,28442,262144,True,"[0, 255]",1,0,0,1.0,56115,1171,88.74013423919678,1.228864218616567,0.2775405636208369,1171,325,10477.406686850103,Sharp,102.75221252441406,77.9754659928462,0,255,255,Well Exposed,46.10023498535156,64.07647323608398,71.36260223388672,56.618792707994054,38.60144153833599,114.96321809936715,High,March
DJI_20250324093157_0040_V_March.png,data\raw\images\DJI_20250324093157_0040_V_March.png,data\raw\masks\DJI_20250324093157_0040_V_March.png,10.127639770507812,Sparse,10.127639770507812,0.07331952357501302,0.1409778628727719,0.04595318962545956,26549,262144,True,"[0, 255]",1,0,0,1.0,56682,1177,93.76300079129578,1.2242990654205608,0.3007646559048428,1177,354,10327.419126806994,Sharp,99.89169311523438,77.10583388898903,0,255,255,Well Exposed,47.49908447265625,63.457427978515625,69.28959274291992,55.31092915232391,39.15368823689776,115.16801560789588,High,March
DJI_20250324093158_0041_V_March.png,data\raw\images\DJI_20250324093158_0041_V_March.png,data\raw\masks\DJI_20250324093158_0041_V_March.png,11.146163940429688,Sparse,11.146163940429688,0.08089571969899396,0.15055840143408775,0.04902976540958181,29219,262144,True,"[0, 255]",1,0,0,1.0,56044,1131,86.47609206561809,1.2360742705570291,0.2891246684350133,1131,327,10535.959834887646,Sharp,100.79969787597656,77.81500908138773,0,255,255,Well Exposed,46.9940185546875,63.47878646850586,71.87648010253906,56.85615205199985,37.822346666315156,115.00845883739181,High,March
DJI_20250324094536_0001_V_March.png,data\raw\images\DJI_20250324094536_0001_V_March.png,data\raw\masks\DJI_20250324094536_0001_V_March.png,22.582626342773438,Sparse,22.582626342773438,0.07501568328288337,0.16058153900540728,0.0822910234039905,59199,262144,True,"[0, 255]",14,1,9,0.34403853873946205,4982,1368,110.44456107156293,1.351608187134503,0.13596491228070176,1368,186,29228.201234398963,Sharp,98.31681823730469,69.39099595454648,0,255,255,Well Exposed,42.91114807128906,48.42902374267578,81.66654968261719,55.35621646341652,33.78807572934555,104.73236102881336,High,March
DJI_20250324094537_0002_V_March.png,data\raw\images\DJI_20250324094537_0002_V_March.png,data\raw\masks\DJI_20250324094537_0002_V_March.png,22.208023071289062,Sparse,22.208023071289062,0.06939362958484897,0.14998718244298645,0.08219401041666669,58217,262144,True,"[0, 255]",13,2,9,0.40686632578524473,4107,1177,93.88670701728188,1.3644859813084111,0.07221750212404418,1177,85,28712.860331618926,Sharp,99.70251846313477,68.52382631176472,0,255,255,Well Exposed,41.542816162109375,47.8133544921875,79.0424919128418,53.20896783844528,33.12161846872246,104.7828594453116,High,March
DJI_20250324094538_0003_V_March.png,data\raw\images\DJI_20250324094538_0003_V_March.png,data\raw\masks\DJI_20250324094538_0003_V_March.png,20.099258422851562,Sparse,20.099258422851562,0.058782407498955504,0.1444011310952726,0.08032922183766084,52689,262144,True,"[0, 255]",14,2,10,0.3487968246092781,4031,1053,87.40630533482089,1.4283000949667617,0.06647673314339982,1053,70,29343.759392019914,Sharp,100.66832733154297,68.06007599207234,0,255,255,Well Exposed,40.51666259765625,46.169960021972656,78.34234619140625,53.12324375555933,33.012090583592695,104.30395935115051,High,March
DJI_20250324094538_0004_V_March.png,data\raw\images\DJI_20250324094538_0004_V_March.png,data\raw\masks\DJI_20250324094538_0004_V_March.png,18.487167358398438,Sparse,18.487167358398438,0.04762350007217425,0.13902958311017996,0.08942416321997551,48463,262144,True,"[0, 255]",10,6,3,0.7624386825508059,2854,515,40.18298540613614,1.3592233009708738,0.019417475728155338,515,10,31303.255826342618,Sharp,104.38338088989258,67.87766978138994,0,255,255,Well Exposed,37.221527099609375,42.866947174072266,81.0671615600586,53.75137460604793,30.460520739301696,103.17973914054383,High,March
DJI_20250324094539_0005_V_March.png,data\raw\images\DJI_20250324094539_0005_V_March.png,data\raw\masks\DJI_20250324094539_0005_V_March.png,16.054153442382812,Sparse,16.054153442382812,0.022235603519121412,0.12140830810767464,0.09416475483015471,42085,262144,True,"[0, 255]",8,7,0,0.9605695509309967,3652,362,28.307541545450476,1.4116022099447514,0.06077348066298342,362,22,34296.36725523553,Sharp,110.37906646728516,66.31170832630119,0,255,255,Well Exposed,31.73980712890625,38.37166976928711,80.53213500976562,54.81076778844574,28.665575402834943,101.58863874023847,High,March
DJI_20250324094540_0006_V_March.png,data\raw\images\DJI_20250324094540_0006_V_March.png,data\raw\masks\DJI_20250324094540_0006_V_March.png,19.57550048828125,Sparse,19.57550048828125,0.02030976510547199,0.13378561576260545,0.11126128552006741,51316,262144,True,"[0, 255]",2,1,0,0.9971476510067114,5960,301,23.62527612631311,1.255813953488372,0.026578073089700997,301,8,37306.47638462522,Sharp,116.8850326538086,66.7971385318415,0,255,255,Well Exposed,27.703094482421875,36.982688903808594,88.84097290039062,57.53231197135896,27.990506840965423,100.75350062920197,High,March
